PROLIFIC_PID,va_d_prime_ss3_d1,va_d_prime_ss3_d3,va_d_prime_ss5_d1,va_d_prime_ss5_d3,va_set_size_effect_delay1,va_set_size_effect_delay3,va_delay_effect_size3,va_delay_effect_size5,mrt_accuracy_0,mrt_accuracy_50,mrt_accuracy_100,mrt_accuracy_150,mrt_rt_slope,mrt_overall_accuracy,familiar_person_score,sunrise_score,shop_front_score,countryside_score,driving_score,beach_score,railway_station_score,garden_score
677b43188ec54f1186b62411,2.53905900811532,1.3575874296762378,0.4451575598993211,0.36002473958541,2.0939014482159988,0.9975626900908278,1.181471578439082,0.0851328203139111,0.9583333333333334,0.875,0.8695652173913043,0.5652173913043478,0.0057902006051919,0.8170289855072463,15,20,16,20,18,14,16.0,15.0
67863d420c27f3b6e5f57073,,,,,,,,,0.9583333333333334,0.7391304347826086,0.75,0.75,0.0067130935493037,0.7993659420289855,18,18,17,19,18,20,19.0,19.0
5d6513f46f5284000118ef1d,,,,,,,,,,,,,,,13,14,13,12,12,12,12.0,14.0
66f6e3a582de0614bd19b481,0.9896630205119294,1.861697466359116,0.5435391283755626,0.2104283942479247,0.4461238921363668,1.651269072111191,-0.8720344458471863,0.3331107341276379,,,,,,,6,7,11,8,8,5,4.0,6.0
63ebd39a63bb79b50d438ab7,2.8521537445456944,2.836395562396848,1.1024222741766994,0.8685085801739252,1.749731470368995,1.9678869822229224,0.0157581821488466,0.2339136940027741,0.75,0.9583333333333334,0.6086956521739131,0.7391304347826086,0.0068955068444769,0.7640398550724639,9,12,17,13,15,13,15.0,16.0
671f3e367fa293418ae68c42,,,,,,,,,,,,,,,20,20,20,16,8,8,4.0,4.0
58a229e74d580c0001e0a766,,,,,,,,,0.9583333333333334,0.9565217391304348,1.0,0.9130434782608696,0.0046365952006047,0.9569746376811594,10,16,9,16,10,17,8.0,17.0
66c8abe49537b182dcbd2049,2.6990859622239465,2.217715480016221,1.029697149497323,0.0,1.6693888127266234,2.217715480016221,0.4813704822077249,1.029697149497323,0.9565217391304348,0.9565217391304348,0.7916666666666666,0.7391304347826086,0.0057045342527441,0.8609601449275361,15,14,12,15,15,15,11.0,18.0
63e6378e04ade071ebf9ff9c,,,,,,,,,,,,,,,17,19,20,18,20,20,20.0,17.0
5dd671942b033b5ec8bc97b4,2.217715480016221,1.792183229073417,0.6116262379506695,0.7459611917255681,1.606089242065552,1.046222037347849,0.4255322509428045,-0.1343349537748985,0.9583333333333334,0.9583333333333334,0.9166666666666666,0.8695652173913043,0.0041783442687747,0.9257246376811594,18,16,14,17,15,13,10.0,16.0
678aa22eb5db2af9be397452,,,,,,,,,,,,,,,16,19,12,20,16,17,17.0,17.0
6736142695794b6108842ed2,1.8993017060288293,2.836395562396848,1.1718525605643293,1.085019839864568,0.7274491454645002,1.7513757225322797,-0.9370938563680182,0.0868327206997612,1.0,1.0,1.0,0.8333333333333334,0.0091595969561608,0.9583333333333334,11,12,10,13,12,13,9.0,14.0
6716dbc5faa8d435d67f0ed7,,,,,,,,,,,,,,,20,18,20,12,19,16,19.0,20.0
67253dbcd4950a2168aa7741,,,,,,,,,0.8260869565217391,0.9565217391304348,0.9166666666666666,0.875,0.005397974709501,0.8935688405797101,19,20,20,17,17,13,19.0,13.0
62ffa989dbd072768cd2a14e,,,,,,,,,,,,,,,16,16,15,17,13,15,15.0,15.0
664f408259a7d76b52e2ae25,3.5376500770374126,2.930467585371045,2.031182614618386,1.811714840529576,1.5064674624190268,1.1187527448414691,0.6071824916663675,0.2194677740888098,0.9166666666666666,0.9166666666666666,0.9090909090909092,0.9166666666666666,0.0072648745454545,0.9147727272727272,14,17,20,13,13,12,20.0,17.0
6668d4917e343a318af11adf,2.505140955894836,2.485310025471724,0.9710119085885026,1.3686751773958834,1.5341290473063336,1.1166348480758406,0.0198309304231121,-0.3976632688073808,,,,,,,12,20,14,14,13,12,9.0,11.0
6780b105e7a5923128d8457d,,,,,,,,,,,,,,,19,10,13,16,18,16,16.0,10.0
67824ed63aa44baedbe5d46f,,,,,,,,,0.875,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.0036056285714285,0.7730978260869565,15,14,18,18,9,14,19.0,19.0
669b00d76af70db9da1b0301,2.5604636462620807,1.5860250547190646,0.7968336560960274,0.469390206643224,1.7636299901660533,1.1166348480758406,0.974438591543016,0.3274434494528033,1.0,1.0,0.9565217391304348,0.9130434782608696,0.0079397097402597,0.967391304347826,12,18,16,16,17,14,17.0,17.0
