PROLIFIC_PID,condition,set_size,delay,n_valid_trials,n_hit_trials,n_fa_trials,hit_rate,fa_rate,hit_rate_corrected,fa_rate_corrected,d_prime,criterion,mean_rt,rt_sd
672ba9e5dbe3b9649ad3864d,SS5_D1,5,1,27,6,3,0.46153846153846156,0.21428571428571427,0.46153846153846156,0.21428571428571427,0.6950799924537355,0.4440986115165068,1.5450962962962962,0.4924524174448669
672ba9e5dbe3b9649ad3864d,SS3_D3,3,3,27,10,0,0.7692307692307693,0.0,0.7692307692307693,0.03571428571428571,2.53905900811532,0.5332135866815304,1.5131074074074076,0.5027591539356563
672ba9e5dbe3b9649ad3864d,SS3_D1,3,1,28,9,0,0.6428571428571429,0.0,0.6428571428571429,0.03571428571428571,2.16884944753976,0.7183183669693103,1.432589285714286,0.36703659050541715
64012a2623351894f2917605,SS5_D3,5,3,27,10,6,0.7142857142857143,0.46153846153846156,0.7142857142857143,0.46153846153846156,0.6625074372225022,-0.23469510332161203,0.9331481481481482,0.14148979406077958
64012a2623351894f2917605,SS5_D1,5,1,27,12,3,0.9230769230769231,0.21428571428571427,0.9230769230769231,0.21428571428571427,2.2177154800162215,-0.3172191322647363,0.9112592592592592,0.11964324938126314
64012a2623351894f2917605,SS3_D3,3,3,27,10,3,0.7142857142857143,0.23076923076923078,0.7142857142857143,0.23076923076923078,1.3022647393089928,0.08518354772163322,0.9600370370370371,0.21824958921125873
64012a2623351894f2917605,SS3_D1,3,1,27,11,0,0.8461538461538461,0.0,0.8461538461538461,0.03571428571428571,2.8228193235253918,0.3913334289764945,0.9490740740740741,0.26982286581640724
5e76d2652d882b2481d65066,SS5_D3,5,3,27,9,5,0.6923076923076923,0.35714285714285715,0.6923076923076923,0.35714285714285715,0.8685085801739252,-0.06814793328639293,1.7993148148148148,0.5114643695415559
5e76d2652d882b2481d65066,SS5_D1,5,1,27,12,1,0.8571428571428571,0.07692307692307693,0.8571428571428571,0.07692307692307693,2.4936473961509886,0.17925317419735287,1.6828222222222224,0.5167457530868864
5e76d2652d882b2481d65066,SS3_D3,3,3,26,13,5,0.9285714285714286,0.4166666666666667,0.9285714285714286,0.4166666666666667,1.6756621869334474,-0.6274026992187989,1.626296153846154,0.4025089479559621
5e76d2652d882b2481d65066,SS3_D1,3,1,26,10,2,0.8333333333333334,0.14285714285714285,0.8333333333333334,0.14285714285714285,2.034992089979843,0.05007447888822025,1.731957692307692,0.7905768274737512
60a48adfe091e410f4eaba34,SS5_D3,5,3,28,9,5,0.6428571428571429,0.35714285714285715,0.6428571428571429,0.35714285714285715,0.7322127136011394,-8.326672684688674e-17,0.9252000000000001,0.2957401324235957
60a48adfe091e410f4eaba34,SS5_D1,5,1,28,7,4,0.5,0.2857142857142857,0.5,0.2857142857142857,0.5659488219328631,0.28297441096643156,0.9128535714285715,0.25307193748483464
60a48adfe091e410f4eaba34,SS3_D3,3,3,28,11,2,0.7857142857142857,0.14285714285714285,0.7857142857142857,0.14285714285714285,1.8592091316215162,0.13796595806738354,0.9294714285714286,0.2724833136000739
60a48adfe091e410f4eaba34,SS3_D1,3,1,26,6,5,0.5,0.35714285714285715,0.5,0.35714285714285715,0.36610635680056963,0.18305317840028482,1.0280461538461536,0.30712603045755565
651d64f5eb4ac4993ecc5abd,SS5_D3,5,3,27,10,4,0.7142857142857143,0.3076923076923077,0.7142857142857143,0.3076923076923077,1.0683510453062186,-0.03177329927975381,1.2319296296296296,0.33153136852956816
651d64f5eb4ac4993ecc5abd,SS5_D1,5,1,27,9,2,0.6428571428571429,0.15384615384615385,0.6428571428571429,0.15384615384615385,1.3861825895867712,0.3269849379928158,1.2804666666666666,0.5093177721981857
651d64f5eb4ac4993ecc5abd,SS3_D3,3,3,28,9,2,0.6428571428571429,0.14285714285714285,0.6428571428571429,0.14285714285714285,1.4336768806787115,0.35073208353878593,1.1230321428571428,0.3897102998606276
