PROLIFIC_PID,overall_accuracy,practice_accuracy,max_consecutive_identical,percent_fast_trials,rt_sd,percent_missing_AD0,percent_missing_AD50,percent_missing_AD100,percent_missing_AD150,time_taken_minutes,negative_slope,large_angle_accuracy,excluded,exclusion_reason,n_excluded_trials_too_fast,n_excluded_trials_too_slow,n_excluded_trials_outlier
6761e9f88b9ec3f7f3d16c01,0.8333333333333334,0.7083333333333334,9,0.0,1.303837130610221,0.0,0.0,0.0,0.0,44.75,False,0.875,True,Identical responses for > 8 consecutive trials,0,0,0
5e76d2652d882b2481d65066,0.96875,1.0,5,0.0,0.9610012943328587,0.0,0.0,0.0,0.0,33.55,False,0.9375,False,,0,0,2
671469967e2a4f2e612e3846,0.8947368421052632,0.75,6,0.0,1.2010090439755592,0.0,0.0,0.0,0.0,32.11666666666667,False,0.851063829787234,False,,0,0,2
60a48adfe091e410f4eaba34,0.5729166666666666,0.5524475524475524,7,0.0,1.3786800206791843,0.0,0.0,0.0,0.0,36.15,False,0.4583333333333333,True,Overall accuracy < 60%,0,0,0
65c181b4de219e8c75ae4fb8,0.4787234042553192,0.5714285714285714,4,0.0,1.2833329369997042,0.0,0.0,0.0,0.0,35.8,False,0.425531914893617,True,Overall accuracy < 60%,0,0,0
62964d27c2b2866faa677493,0.40625,0.782608695652174,7,0.0,1.0353770972531928,0.0,0.0,0.0,0.0,42.48333333333333,True,0.3958333333333333,True,Overall accuracy < 60%,0,0,0
651d64f5eb4ac4993ecc5abd,0.9270833333333334,0.9166666666666666,5,0.0,0.9310362874656664,0.0,0.0,0.0,0.0,26.266666666666666,False,0.875,False,,0,0,3
62861bcc5f0edf6340c914df,0.9479166666666666,0.75,5,0.0,0.7836902365921274,0.0,0.0,0.0,0.0,29.766666666666666,False,0.9166666666666666,False,,0,0,4
6773f03382962d5d8c2ca38a,0.8631578947368421,0.6666666666666666,6,0.0,1.2338433029493343,0.0,0.0,0.0,0.0,53.71666666666667,False,0.851063829787234,False,,0,0,3
6721aeda53346fd7b593efd7,0.9479166666666666,0.7714285714285715,6,0.0,0.8479254266464172,0.0,0.0,0.0,0.0,32.13333333333333,False,0.9166666666666666,False,,0,0,0
66bab7aa032ffe5aeb0a3834,0.4838709677419355,0.4767932489451477,7,0.0,1.5598501822104676,0.0,0.0,0.0,0.0,55.73333333333333,True,0.41304347826086957,True,Overall accuracy < 60%; Practice accuracy < 50%,0,0,0
664f408259a7d76b52e2ae25,0.9148936170212766,0.8333333333333334,6,0.0,1.2508742967257365,0.0,0.0,0.0,0.0,27.366666666666667,False,0.9130434782608695,False,,0,0,0
62ffa989dbd072768cd2a14e,0.5208333333333334,0.5487804878048781,6,1.0416666666666665,0.6001161236713699,0.0,0.0,0.0,0.0,86.15,True,0.5833333333333334,True,Overall accuracy < 60%,0,0,0
678fa1020e5289062a7e76f0,0.723404255319149,0.6610169491525424,8,0.0,1.3622301666166916,0.0,0.0,0.0,0.0,47.73333333333333,False,0.5869565217391305,False,,0,0,0
67896c4807b59990758d8491,0.4631578947368421,0.42452830188679247,82,57.89473684210527,0.9039679560873265,0.0,0.0,0.0,0.0,58.5,True,0.48936170212765956,True,Overall accuracy < 60%; Identical responses for > 8 consecutive trials; Fast trials (< 200ms) > 10%; Practice accuracy < 50%,0,0,0
6699571ba83beb19c5acbfef,0.9166666666666666,0.6024096385542169,5,0.0,1.3508195770807299,0.0,0.0,0.0,0.0,37.28333333333333,False,0.875,False,,0,0,2
6788f11866ac65cc607b3c6a,0.5625,0.5575221238938053,10,0.0,0.7339580558758707,0.0,0.0,0.0,0.0,61.66666666666666,False,0.625,True,Overall accuracy < 60%; Identical responses for > 8 consecutive trials,0,0,0
672d053f3563ff089759a66f,0.10416666666666667,1.0,5,0.0,1.0492422902035234,0.0,0.0,0.0,0.0,93.31666666666666,True,0.14583333333333334,True,Overall accuracy < 60%,0,0,0
61233706eb1ec697c18d5aef,0.8260869565217391,0.7272727272727273,7,2.1739130434782608,1.704484701434294,0.0,0.0,0.0,0.0,20.416666666666668,False,0.782608695652174,False,,2,0,0
67822f906480ae6f11bf6942,0.5833333333333334,0.75,19,0.0,1.4015567093555201,0.0,0.0,0.0,0.0,41.7,False,0.6041666666666666,True,Overall accuracy < 60%; Identical responses for > 8 consecutive trials,0,0,0
669adbdb7e97d6e53cb2d924,0.8602150537634409,0.8181818181818182,6,0.0,1.6661065785645421,0.0,0.0,0.0,0.0,36.25,False,0.8043478260869565,False,,0,0,0
67343fb98c1f4f89ea821878,0.6041666666666666,0.6285714285714286,4,0.0,0.703788070921872,0.0,0.0,0.0,0.0,78.35,True,0.5625,False,,0,0,4
6786d027b56713ac675fbbb1,0.2696629213483146,0.6956521739130435,5,0.0,1.642995540226537,0.0,0.0,0.0,0.0,45.016666666666666,False,0.38636363636363635,True,Overall accuracy < 60%,0,0,0
676fac81dc17021dfb5fad67,0.90625,0.9090909090909091,5,0.0,1.3406962673017324,0.0,0.0,0.0,0.0,42.75,False,0.9166666666666666,False,,0,0,2
67880f3fcfe89c43f375f668,0.6421052631578947,0.8333333333333334,5,30.526315789473685,1.3629071566280317,0.0,0.0,0.0,0.0,24.416666666666668,False,0.6382978723404256,True,Fast trials (< 200ms) > 10%,0,0,0
5d634b27e5f92f0017196a3f,0.53125,0.4460093896713615,7,1.0416666666666665,0.5232261166867667,0.0,0.0,0.0,0.0,41.31666666666667,True,0.5208333333333334,True,Overall accuracy < 60%; Practice accuracy < 50%,0,0,0
55ec49b67480920010aaa4e8,0.53125,0.4444444444444444,4,1.0416666666666665,0.4621951937268135,0.0,0.0,0.0,0.0,24.7,True,0.5625,True,Overall accuracy < 60%; Practice accuracy < 50%,0,0,0
612039d9400fae9545b3c5a8,0.9417989417989417,0.6338028169014085,5,0.0,1.4450922627814793,0.0,0.0,0.0,0.0,57.16666666666666,False,0.9148936170212766,False,,0,0,3
65d863e56337aa59292ccd66,0.90625,1.0,4,0.0,0.6001030492647426,0.0,0.0,0.0,0.0,27.83333333333333,False,0.8958333333333334,False,,0,0,3
6727e10a76e80949064e1e6c,0.5208333333333334,0.4647887323943662,5,0.0,1.1081378788349272,0.0,0.0,0.0,0.0,47.85,False,0.5625,True,Overall accuracy < 60%; Practice accuracy < 50%,0,0,0
6110b58d7063061e373e2fbc,0.8210526315789474,0.5588235294117647,8,0.0,1.0910070231549145,0.0,0.0,0.0,0.0,39.45,False,0.8333333333333334,False,,0,0,2
67358110193306101974db30,0.5319148936170213,0.45569620253164556,23,47.87234042553192,0.718718963673559,0.0,0.0,0.0,0.0,50.65,True,0.5217391304347826,True,Overall accuracy < 60%; Identical responses for > 8 consecutive trials; Fast trials (< 200ms) > 10%; Practice accuracy < 50%,0,0,0
678a7c0fa6dada0f1ffae746,0.45263157894736844,0.504950495049505,8,26.31578947368421,1.1257191797899335,0.0,0.0,0.0,0.0,59.266666666666666,True,0.46808510638297873,True,Overall accuracy < 60%; Fast trials (< 200ms) > 10%,0,0,0
676a8044ed42478d4ef6493e,0.5208333333333334,0.45064377682403434,8,2.083333333333333,0.6371381751595285,0.0,0.0,0.0,0.0,60.91666666666666,True,0.5,True,Overall accuracy < 60%; Practice accuracy < 50%,0,0,0
60fdc934e81b93f92f561d76,0.9139784946236559,0.782608695652174,6,0.0,1.5282346277867873,0.0,0.0,0.0,0.0,30.95,False,0.8478260869565217,False,,0,0,0
67147a6a2c208253099ab82b,0.4166666666666667,0.5062761506276151,6,0.0,0.7216663220586369,0.0,0.0,0.0,0.0,32.45,True,0.4791666666666667,True,Overall accuracy < 60%,0,0,0
6127017baee75f10aa174139,0.9473684210526315,0.8181818181818182,5,0.0,1.6172052001911188,0.0,0.0,0.0,0.0,34.4,False,0.9583333333333334,False,,0,0,1
6655fd511b6c8d1fd05de12d,0.7894736842105263,0.782608695652174,4,0.0,1.3025240914073448,0.0,0.0,0.0,0.0,50.93333333333333,False,0.7291666666666666,False,,0,0,1
